,index,t1,t2,colony,num_cells1,num_cells2,method,tp,fp,tn,fn,acc,f1,timediff,assgraphs,seed
16990,16990,12,13,test_set_4,201,206,gcn,201,0,41205,0,1.0,1.0,5,geometrical_and_fourier,2
16991,16991,8,9,test_set_3,108,114,gcn,106,2,12202,2,0.9996751137102016,0.9814814814814816,5,geometrical_and_fourier,2
16992,16992,7,8,test_set_3,105,108,gcn,105,0,11235,0,1.0,1.0,5,geometrical_and_fourier,2
16993,16993,15,16,test_set_1,16,16,gcn,16,0,240,0,1.0,1.0,5,geometrical_and_fourier,2
16994,16994,12,13,test_set_3,119,119,gcn,115,4,14038,4,0.999435068144905,0.9663865546218487,5,geometrical_and_fourier,2
16995,16995,33,34,colony007,250,255,gcn,236,14,63486,14,0.9995607843137256,0.944,5,geometrical_and_fourier,2
16996,16996,20,21,test_set_1,18,19,gcn,18,0,324,0,1.0,1.0,5,geometrical_and_fourier,2
16997,16997,6,7,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
16998,16998,17,18,test_set_4,230,229,gcn,229,0,52441,0,1.0,1.0,5,geometrical_and_fourier,2
16999,16999,3,4,test_set_3,102,102,gcn,102,0,10302,0,1.0,1.0,5,geometrical_and_fourier,2
17000,17000,66,67,colony007,305,304,gcn,288,16,92401,15,0.9996656600517688,0.9489291598023064,5,geometrical_and_fourier,2
17001,17001,10,11,colony007,94,104,gcn,93,1,9681,1,0.9997954173486088,0.9893617021276596,5,geometrical_and_fourier,2
17002,17002,31,32,colony007,246,249,gcn,229,17,60991,17,0.9994449342083782,0.9308943089430894,5,geometrical_and_fourier,2
17003,17003,12,13,test_set_5,152,152,gcn,152,0,22952,0,1.0,1.0,5,geometrical_and_fourier,2
17004,17004,24,25,colony007,122,122,gcn,122,0,14762,0,1.0,1.0,5,geometrical_and_fourier,2
17005,17005,16,17,colony007,121,123,gcn,119,2,14760,2,0.9997312369817912,0.9834710743801652,5,geometrical_and_fourier,2
17006,17006,57,58,colony007,297,292,gcn,280,12,86423,9,0.9997578524975784,0.963855421686747,5,geometrical_and_fourier,2
17007,17007,5,6,test_set_3,102,103,gcn,102,0,10404,0,1.0,1.0,5,geometrical_and_fourier,2
17008,17008,2,3,colony007,52,57,gcn,50,2,2910,2,0.9986504723346828,0.9615384615384616,5,geometrical_and_fourier,2
17009,17009,7,8,test_set_1,15,15,gcn,15,0,210,0,1.0,1.0,5,geometrical_and_fourier,2
17010,17010,1,2,test_set_7,128,133,gcn,128,0,16896,0,1.0,1.0,5,geometrical_and_fourier,2
17011,17011,49,50,test_set_1,23,23,gcn,23,0,506,0,1.0,1.0,5,geometrical_and_fourier,2
17012,17012,51,52,colony007,295,292,gcn,284,8,85841,7,0.99982586487114,0.9742710120068612,5,geometrical_and_fourier,2
17013,17013,6,7,test_set_4,195,196,gcn,194,1,38024,1,0.9999476713762429,0.9948717948717948,5,geometrical_and_fourier,2
17014,17014,25,26,colony007,122,123,gcn,122,0,14884,0,1.0,1.0,5,geometrical_and_fourier,2
17015,17015,5,6,test_set_1,14,14,gcn,14,0,182,0,1.0,1.0,5,geometrical_and_fourier,2
17016,17016,6,7,test_set_6,47,47,gcn,47,0,2162,0,1.0,1.0,5,geometrical_and_fourier,2
17017,17017,3,4,colony007,57,61,gcn,55,2,3418,2,0.998849582973828,0.9649122807017544,5,geometrical_and_fourier,2
17018,17018,41,42,colony007,274,277,gcn,270,4,75620,4,0.9998945953780072,0.9854014598540146,5,geometrical_and_fourier,2
17019,17019,11,12,colony007,104,110,gcn,96,8,11328,8,0.9986013986013986,0.9230769230769232,5,geometrical_and_fourier,2
17020,17020,65,66,colony007,307,305,gcn,288,17,93313,17,0.9996368879158436,0.9442622950819672,5,geometrical_and_fourier,2
17021,17021,29,30,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,geometrical_and_fourier,2
17022,17022,43,44,colony007,280,280,gcn,275,5,78115,5,0.9998724489795918,0.9821428571428572,5,geometrical_and_fourier,2
17023,17023,14,15,colony007,120,121,gcn,116,4,14396,4,0.9994490358126722,0.9666666666666668,5,geometrical_and_fourier,2
17024,17024,58,59,test_set_1,26,27,gcn,26,0,676,0,1.0,1.0,5,geometrical_and_fourier,2
17025,17025,5,6,test_set_6,46,47,gcn,46,0,2116,0,1.0,1.0,5,geometrical_and_fourier,2
17026,17026,1,2,test_set_1,14,14,gcn,14,0,182,0,1.0,1.0,5,geometrical_and_fourier,2
17027,17027,1,2,test_set_5,137,135,gcn,135,0,18360,0,1.0,1.0,5,geometrical_and_fourier,2
17028,17028,60,61,colony007,294,299,gcn,282,12,87600,12,0.9997269810934408,0.9591836734693876,5,geometrical_and_fourier,2
17029,17029,23,24,colony007,122,122,gcn,122,0,14762,0,1.0,1.0,5,geometrical_and_fourier,2
17030,17030,10,11,test_set_5,148,151,gcn,128,20,22181,19,0.9982548773939502,0.8677966101694915,5,geometrical_and_fourier,2
17031,17031,30,31,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,geometrical_and_fourier,2
17032,17032,13,14,test_set_3,119,119,gcn,112,7,14035,7,0.9990113692535838,0.9411764705882352,5,geometrical_and_fourier,2
17033,17033,46,47,test_set_1,22,22,gcn,22,0,462,0,1.0,1.0,5,geometrical_and_fourier,2
17034,17034,56,57,colony007,292,297,gcn,281,11,86423,9,0.9997693833310272,0.9656357388316152,5,geometrical_and_fourier,2
17035,17035,1,2,test_set_4,165,169,gcn,165,0,27720,0,1.0,1.0,5,geometrical_and_fourier,2
17036,17036,28,29,colony007,178,217,gcn,162,16,38432,16,0.9991715424843368,0.9101123595505618,5,geometrical_and_fourier,2
17037,17037,3,4,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
17038,17038,19,20,colony007,123,123,gcn,123,0,15006,0,1.0,1.0,5,geometrical_and_fourier,2
17039,17039,40,41,test_set_1,21,22,gcn,21,0,441,0,1.0,1.0,5,geometrical_and_fourier,2
17040,17040,8,9,test_set_6,47,49,gcn,47,0,2256,0,1.0,1.0,5,geometrical_and_fourier,2
17041,17041,9,10,test_set_4,195,194,gcn,193,1,37636,0,0.9999735659529474,0.9974160206718348,5,geometrical_and_fourier,2
17042,17042,17,18,test_set_5,155,156,gcn,154,1,24025,0,0.9999586435070306,0.9967637540453076,5,geometrical_and_fourier,2
17043,17043,2,3,test_set_6,39,44,gcn,39,0,1677,0,1.0,1.0,5,geometrical_and_fourier,2
17044,17044,9,10,test_set_5,144,148,gcn,143,1,21168,0,0.999953078078078,0.9965156794425089,5,geometrical_and_fourier,2
17045,17045,10,11,test_set_1,16,16,gcn,16,0,240,0,1.0,1.0,5,geometrical_and_fourier,2
17046,17046,54,55,colony007,286,283,gcn,282,1,80654,1,0.99997528972794,0.9964664310954064,5,geometrical_and_fourier,2
17047,17047,23,24,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,geometrical_and_fourier,2
17048,17048,9,10,colony007,87,94,gcn,80,7,8084,7,0.9982880899975544,0.9195402298850576,5,geometrical_and_fourier,2
17049,17049,24,25,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,geometrical_and_fourier,2
17050,17050,30,31,colony007,231,246,gcn,215,16,56579,16,0.999436877485658,0.9307359307359307,5,geometrical_and_fourier,2
17051,17051,8,9,colony007,81,87,gcn,79,2,6966,0,0.9997161912870726,0.9875,5,geometrical_and_fourier,2
17052,17052,11,12,test_set_4,198,201,gcn,198,0,39600,0,1.0,1.0,5,geometrical_and_fourier,2
17053,17053,28,29,test_set_2,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_and_fourier,2
17054,17054,55,56,test_set_1,24,24,gcn,24,0,552,0,1.0,1.0,5,geometrical_and_fourier,2
17055,17055,4,5,test_set_5,134,133,gcn,133,0,17689,0,1.0,1.0,5,geometrical_and_fourier,2
17056,17056,38,39,test_set_1,20,21,gcn,20,0,400,0,1.0,1.0,5,geometrical_and_fourier,2
17057,17057,42,43,test_set_1,22,22,gcn,22,0,462,0,1.0,1.0,5,geometrical_and_fourier,2
17058,17058,32,33,colony007,249,250,gcn,243,6,61995,6,0.9998072289156626,0.9759036144578314,5,geometrical_and_fourier,2
17059,17059,32,33,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,geometrical_and_fourier,2
17060,17060,19,20,test_set_2,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_and_fourier,2
17061,17061,0,1,test_set_1,14,14,gcn,14,0,182,0,1.0,1.0,5,geometrical_and_fourier,2
17062,17062,16,17,test_set_3,120,124,gcn,120,0,14760,0,1.0,1.0,5,geometrical_and_fourier,2
17063,17063,11,12,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
17064,17064,18,19,test_set_3,128,134,gcn,128,0,17024,0,1.0,1.0,5,geometrical_and_fourier,2
17065,17065,3,4,test_set_6,44,44,gcn,44,0,1892,0,1.0,1.0,5,geometrical_and_fourier,2
17066,17066,8,9,test_set_7,162,169,gcn,161,1,27215,1,0.9999269486448974,0.9938271604938272,5,geometrical_and_fourier,2
17067,17067,59,60,colony007,297,294,gcn,282,12,87012,12,0.9997251425822854,0.9591836734693876,5,geometrical_and_fourier,2
17068,17068,16,17,test_set_5,150,155,gcn,150,0,23100,0,1.0,1.0,5,geometrical_and_fourier,2
17069,17069,18,19,test_set_4,229,225,gcn,135,90,51211,89,0.9965259582726832,0.6013363028953229,5,geometrical_and_fourier,2
17070,17070,47,48,colony007,287,281,gcn,277,4,80363,3,0.9999132019789948,0.9875222816399288,5,geometrical_and_fourier,2
17071,17071,15,16,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
17072,17072,35,36,colony007,260,267,gcn,252,8,69152,8,0.9997695188706424,0.9692307692307692,5,geometrical_and_fourier,2
17073,17073,38,39,colony007,266,271,gcn,262,4,71816,4,0.9998890214466054,0.9849624060150376,5,geometrical_and_fourier,2
17074,17074,18,19,test_set_1,16,16,gcn,16,0,240,0,1.0,1.0,5,geometrical_and_fourier,2
17075,17075,18,19,colony007,123,123,gcn,123,0,15006,0,1.0,1.0,5,geometrical_and_fourier,2
17076,17076,8,9,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
17077,17077,19,20,test_set_1,16,18,gcn,16,0,272,0,1.0,1.0,5,geometrical_and_fourier,2
17078,17078,15,16,test_set_3,119,120,gcn,119,0,14161,0,1.0,1.0,5,geometrical_and_fourier,2
17079,17079,7,8,test_set_5,134,141,gcn,132,2,18760,0,0.9998941462898274,0.9924812030075189,5,geometrical_and_fourier,2
17080,17080,36,37,colony007,267,270,gcn,256,11,71813,10,0.9997086974615064,0.9606003752345216,5,geometrical_and_fourier,2
17081,17081,1,2,test_set_6,36,39,gcn,36,0,1368,0,1.0,1.0,5,geometrical_and_fourier,2
17082,17082,3,4,test_set_1,14,14,gcn,14,0,182,0,1.0,1.0,5,geometrical_and_fourier,2
17083,17083,6,7,test_set_3,103,105,gcn,103,0,10712,0,1.0,1.0,5,geometrical_and_fourier,2
17084,17084,27,28,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,geometrical_and_fourier,2
17085,17085,4,5,test_set_3,102,102,gcn,102,0,10302,0,1.0,1.0,5,geometrical_and_fourier,2
17086,17086,52,53,test_set_1,23,23,gcn,23,0,506,0,1.0,1.0,5,geometrical_and_fourier,2
17087,17087,1,2,colony007,49,52,gcn,42,7,2492,7,0.9945054945054944,0.8571428571428571,5,geometrical_and_fourier,2
17088,17088,8,9,test_set_5,141,144,gcn,141,0,20163,0,1.0,1.0,5,geometrical_and_fourier,2
17089,17089,5,6,colony007,67,69,gcn,65,2,4554,2,0.99913476097772,0.9701492537313432,5,geometrical_and_fourier,2
17090,17090,0,1,test_set_3,101,101,gcn,101,0,10100,0,1.0,1.0,5,geometrical_and_fourier,2
17091,17091,12,13,colony007,110,119,gcn,106,4,12976,4,0.99938884644767,0.9636363636363636,5,geometrical_and_fourier,2
17092,17092,14,15,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
17093,17093,0,1,test_set_4,163,165,gcn,159,4,26729,3,0.9997397285740844,0.9784615384615384,5,geometrical_and_fourier,2
17094,17094,56,57,test_set_1,24,25,gcn,24,0,576,0,1.0,1.0,5,geometrical_and_fourier,2
17095,17095,4,5,colony007,61,67,gcn,59,2,4024,2,0.9990212870075852,0.9672131147540984,5,geometrical_and_fourier,2
17096,17096,4,5,test_set_7,145,149,gcn,145,0,21460,0,1.0,1.0,5,geometrical_and_fourier,2
17097,17097,17,18,test_set_1,16,16,gcn,16,0,240,0,1.0,1.0,5,geometrical_and_fourier,2
17098,17098,15,16,test_set_4,220,230,gcn,150,70,50310,70,0.9972332015810276,0.6818181818181818,5,geometrical_and_fourier,2
17099,17099,48,49,test_set_1,22,23,gcn,22,0,484,0,1.0,1.0,5,geometrical_and_fourier,2
17100,17100,26,27,test_set_2,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_and_fourier,2
17101,17101,17,18,colony007,123,123,gcn,123,0,15006,0,1.0,1.0,5,geometrical_and_fourier,2
17102,17102,26,27,colony007,123,141,gcn,122,1,17219,1,0.9998846796978608,0.991869918699187,5,geometrical_and_fourier,2
17103,17103,64,65,colony007,306,307,gcn,277,29,93607,29,0.999382597773094,0.9052287581699346,5,geometrical_and_fourier,2
17104,17104,13,14,test_set_1,16,16,gcn,16,0,240,0,1.0,1.0,5,geometrical_and_fourier,2
17105,17105,13,14,colony007,119,120,gcn,117,2,14159,2,0.999719887955182,0.9831932773109244,5,geometrical_and_fourier,2
17106,17106,17,18,test_set_2,4,6,gcn,4,0,20,0,1.0,1.0,5,geometrical_and_fourier,2
17107,17107,62,63,colony007,301,304,gcn,291,10,91193,10,0.999781430319986,0.9667774086378738,5,geometrical_and_fourier,2
17108,17108,20,21,colony007,123,123,gcn,123,0,15006,0,1.0,1.0,5,geometrical_and_fourier,2
17109,17109,4,5,test_set_6,44,46,gcn,44,0,1980,0,1.0,1.0,5,geometrical_and_fourier,2
17110,17110,67,68,colony007,304,308,gcn,293,11,93320,8,0.999797077922078,0.968595041322314,5,geometrical_and_fourier,2
17111,17111,50,51,colony007,293,295,gcn,280,13,86130,12,0.9997107653149766,0.9572649572649572,5,geometrical_and_fourier,2
17112,17112,5,6,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
17113,17113,22,23,test_set_2,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_and_fourier,2
17114,17114,68,69,colony007,308,315,gcn,300,8,96705,7,0.9998453927025356,0.975609756097561,5,geometrical_and_fourier,2
17115,17115,72,73,colony007,316,314,gcn,298,16,98896,14,0.9996976537934372,0.952076677316294,5,geometrical_and_fourier,2
17116,17116,1,2,test_set_3,101,101,gcn,101,0,10100,0,1.0,1.0,5,geometrical_and_fourier,2
17117,17117,21,22,colony007,123,122,gcn,122,0,14884,0,1.0,1.0,5,geometrical_and_fourier,2
17118,17118,25,26,test_set_2,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_and_fourier,2
17119,17119,18,19,test_set_2,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_and_fourier,2
17120,17120,27,28,colony007,141,178,gcn,138,3,24955,2,0.9998007809387204,0.98220640569395,5,geometrical_and_fourier,2
17121,17121,7,8,colony007,74,81,gcn,67,7,5913,7,0.9976643309976644,0.9054054054054054,5,geometrical_and_fourier,2
17122,17122,39,40,test_set_1,21,21,gcn,21,0,420,0,1.0,1.0,5,geometrical_and_fourier,2
17123,17123,11,12,test_set_3,118,119,gcn,118,0,13924,0,1.0,1.0,5,geometrical_and_fourier,2
17124,17124,43,44,test_set_1,22,22,gcn,22,0,462,0,1.0,1.0,5,geometrical_and_fourier,2
17125,17125,21,22,test_set_2,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_and_fourier,2
17126,17126,14,15,test_set_5,149,149,gcn,148,1,22052,0,0.9999549569839196,0.9966329966329966,5,geometrical_and_fourier,2
17127,17127,7,8,test_set_4,196,196,gcn,196,0,38220,0,1.0,1.0,5,geometrical_and_fourier,2
17128,17128,6,7,colony007,69,74,gcn,68,1,5036,1,0.99960830395613,0.9855072463768116,5,geometrical_and_fourier,2
17129,17129,0,1,test_set_5,135,137,gcn,124,11,18349,11,0.9988104893214382,0.9185185185185184,5,geometrical_and_fourier,2
17130,17130,27,28,test_set_2,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_and_fourier,2
17131,17131,8,9,test_set_1,15,16,gcn,15,0,225,0,1.0,1.0,5,geometrical_and_fourier,2
17132,17132,5,6,test_set_4,186,195,gcn,125,61,36023,61,0.9966363385718224,0.6720430107526881,5,geometrical_and_fourier,2
17133,17133,23,24,test_set_2,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_and_fourier,2
17134,17134,2,3,test_set_7,133,138,gcn,133,0,18221,0,1.0,1.0,5,geometrical_and_fourier,2
17135,17135,11,12,test_set_5,151,152,gcn,151,0,22801,0,1.0,1.0,5,geometrical_and_fourier,2
17136,17136,34,35,colony007,255,260,gcn,245,10,66035,10,0.9996983408748116,0.9607843137254902,5,geometrical_and_fourier,2
17137,17137,6,7,test_set_1,14,15,gcn,14,0,196,0,1.0,1.0,5,geometrical_and_fourier,2
17138,17138,12,13,test_set_1,16,16,gcn,16,0,240,0,1.0,1.0,5,geometrical_and_fourier,2
17139,17139,2,3,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
17140,17140,1,2,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
17141,17141,10,11,test_set_3,118,118,gcn,118,0,13806,0,1.0,1.0,5,geometrical_and_fourier,2
17142,17142,3,4,test_set_5,136,134,gcn,124,10,18082,8,0.9990122914837576,0.9323308270676692,5,geometrical_and_fourier,2
17143,17143,21,22,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,geometrical_and_fourier,2
17144,17144,53,54,test_set_1,23,23,gcn,23,0,506,0,1.0,1.0,5,geometrical_and_fourier,2
17145,17145,69,70,colony007,315,315,gcn,305,10,98903,7,0.9998286722096246,0.9728867623604466,5,geometrical_and_fourier,2
17146,17146,22,23,colony007,122,122,gcn,122,0,14762,0,1.0,1.0,5,geometrical_and_fourier,2
17147,17147,51,52,test_set_1,23,23,gcn,23,0,506,0,1.0,1.0,5,geometrical_and_fourier,2
17148,17148,0,1,colony007,44,49,gcn,43,1,2111,1,0.9990723562152134,0.9772727272727272,5,geometrical_and_fourier,2
17149,17149,71,72,colony007,312,316,gcn,301,11,98270,10,0.99978700097371,0.9662921348314608,5,geometrical_and_fourier,2
17150,17150,49,50,colony007,295,293,gcn,279,14,86129,13,0.9996876265401748,0.953846153846154,5,geometrical_and_fourier,2
17151,17151,26,27,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,geometrical_and_fourier,2
17152,17152,41,42,test_set_1,22,22,gcn,22,0,462,0,1.0,1.0,5,geometrical_and_fourier,2
17153,17153,3,4,test_set_7,138,145,gcn,138,0,19872,0,1.0,1.0,5,geometrical_and_fourier,2
17154,17154,9,10,test_set_1,16,16,gcn,16,0,240,0,1.0,1.0,5,geometrical_and_fourier,2
17155,17155,63,64,colony007,304,306,gcn,279,25,92695,25,0.9994625042999656,0.9177631578947368,5,geometrical_and_fourier,2
17156,17156,14,15,test_set_4,214,220,gcn,213,1,46865,1,0.9999575191163976,0.9953271028037384,5,geometrical_and_fourier,2
17157,17157,47,48,test_set_1,22,22,gcn,22,0,462,0,1.0,1.0,5,geometrical_and_fourier,2
17158,17158,33,34,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,geometrical_and_fourier,2
17159,17159,22,23,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,geometrical_and_fourier,2
17160,17160,73,74,colony007,314,312,gcn,294,18,97642,14,0.9996733627306876,0.9483870967741936,5,geometrical_and_fourier,2
17161,17161,42,43,colony007,277,280,gcn,269,8,77275,8,0.9997937080969572,0.9711191335740073,5,geometrical_and_fourier,2
17162,17162,53,54,colony007,291,286,gcn,282,4,82936,4,0.999903876192536,0.986013986013986,5,geometrical_and_fourier,2
17163,17163,34,35,test_set_1,19,20,gcn,19,0,361,0,1.0,1.0,5,geometrical_and_fourier,2
17164,17164,17,18,test_set_3,124,128,gcn,124,0,15748,0,1.0,1.0,5,geometrical_and_fourier,2
17165,17165,7,8,test_set_7,159,162,gcn,154,5,25597,2,0.9997282397701684,0.9777777777777776,5,geometrical_and_fourier,2
17166,17166,54,55,test_set_1,23,24,gcn,23,0,529,0,1.0,1.0,5,geometrical_and_fourier,2
17167,17167,50,51,test_set_1,23,23,gcn,23,0,506,0,1.0,1.0,5,geometrical_and_fourier,2
17168,17168,35,36,test_set_1,20,20,gcn,20,0,380,0,1.0,1.0,5,geometrical_and_fourier,2
17169,17169,46,47,colony007,291,287,gcn,280,7,83223,7,0.9998323694577153,0.975609756097561,5,geometrical_and_fourier,2
17170,17170,48,49,colony007,281,295,gcn,278,3,82611,3,0.9999276192773991,0.98932384341637,5,geometrical_and_fourier,2
17171,17171,29,30,colony007,217,231,gcn,207,10,49900,10,0.9996010134258982,0.9539170506912442,5,geometrical_and_fourier,2
17172,17172,24,25,test_set_2,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_and_fourier,2
17173,17173,40,41,colony007,271,274,gcn,268,3,73980,3,0.9999191962722548,0.988929889298893,5,geometrical_and_fourier,2
17174,17174,4,5,test_set_1,14,14,gcn,14,0,182,0,1.0,1.0,5,geometrical_and_fourier,2
17175,17175,13,14,test_set_5,152,149,gcn,146,3,22496,3,0.9997350759448956,0.9798657718120806,5,geometrical_and_fourier,2
17176,17176,7,8,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
17177,17177,2,3,test_set_5,135,136,gcn,135,0,18225,0,1.0,1.0,5,geometrical_and_fourier,2
17178,17178,13,14,test_set_4,206,214,gcn,206,0,43878,0,1.0,1.0,5,geometrical_and_fourier,2
17179,17179,3,4,test_set_4,171,182,gcn,169,2,30949,2,0.999871473555684,0.9883040935672516,5,geometrical_and_fourier,2
17180,17180,37,38,colony007,270,266,gcn,263,3,71551,3,0.9999164578111946,0.9887218045112782,5,geometrical_and_fourier,2
17181,17181,31,32,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,geometrical_and_fourier,2
17182,17182,14,15,test_set_3,119,119,gcn,119,0,14042,0,1.0,1.0,5,geometrical_and_fourier,2
17183,17183,52,53,colony007,292,291,gcn,280,11,84670,11,0.999741091182978,0.9621993127147768,5,geometrical_and_fourier,2
17184,17184,9,10,test_set_3,114,118,gcn,111,3,13335,3,0.9995539696699376,0.9736842105263158,5,geometrical_and_fourier,2
17185,17185,20,21,test_set_2,6,6,gcn,6,0,30,0,1.0,1.0,5,geometrical_and_fourier,2
17186,17186,5,6,test_set_7,149,153,gcn,148,1,22648,0,0.9999561345791113,0.9966329966329966,5,geometrical_and_fourier,2
17187,17187,6,7,test_set_7,153,159,gcn,152,1,24173,1,0.9999177868212276,0.9934640522875816,5,geometrical_and_fourier,2
17188,17188,36,37,test_set_1,20,20,gcn,20,0,380,0,1.0,1.0,5,geometrical_and_fourier,2
17189,17189,18,19,test_set_5,156,155,gcn,154,1,24025,0,0.9999586435070306,0.9967637540453076,5,geometrical_and_fourier,2
17190,17190,55,56,colony007,283,292,gcn,278,5,82348,5,0.999878987366281,0.9823321554770318,5,geometrical_and_fourier,2
17191,17191,70,71,colony007,315,312,gcn,301,11,97959,9,0.9997964997964998,0.9678456591639872,5,geometrical_and_fourier,2
17192,17192,5,6,test_set_5,133,133,gcn,133,0,17556,0,1.0,1.0,5,geometrical_and_fourier,2
17193,17193,4,5,test_set_4,182,186,gcn,180,2,33669,1,0.999911378943637,0.9917355371900828,5,geometrical_and_fourier,2
17194,17194,2,3,test_set_4,169,171,gcn,167,2,28728,2,0.9998615869061214,0.9881656804733728,5,geometrical_and_fourier,2
17195,17195,7,8,test_set_6,47,47,gcn,47,0,2162,0,1.0,1.0,5,geometrical_and_fourier,2
17196,17196,15,16,test_set_5,149,150,gcn,149,0,22201,0,1.0,1.0,5,geometrical_and_fourier,2
17197,17197,25,26,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,geometrical_and_fourier,2
17198,17198,9,10,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,geometrical_and_fourier,2
17199,17199,16,17,test_set_4,230,230,gcn,230,0,52670,0,1.0,1.0,5,geometrical_and_fourier,2
17200,17200,2,3,test_set_1,14,14,gcn,14,0,182,0,1.0,1.0,5,geometrical_and_fourier,2
17201,17201,16,17,test_set_1,16,16,gcn,16,0,240,0,1.0,1.0,5,geometrical_and_fourier,2
17202,17202,6,7,test_set_5,133,134,gcn,133,0,17689,0,1.0,1.0,5,fourier_descriptor,0
17203,17203,44,45,test_set_1,22,22,gcn,22,0,462,0,1.0,1.0,5,fourier_descriptor,0
17204,17204,0,1,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,fourier_descriptor,0
17205,17205,2,3,test_set_3,101,102,gcn,100,1,10200,1,0.9998058629392352,0.99009900990099,5,fourier_descriptor,0
17206,17206,37,38,test_set_1,20,20,gcn,20,0,380,0,1.0,1.0,5,fourier_descriptor,0
17207,17207,15,16,colony007,121,121,gcn,121,0,14520,0,1.0,1.0,5,fourier_descriptor,0
17208,17208,28,29,test_set_1,19,19,gcn,19,0,342,0,1.0,1.0,5,fourier_descriptor,0
17209,17209,10,11,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,fourier_descriptor,0
17210,17210,39,40,colony007,271,271,gcn,265,6,73164,6,0.999836603532087,0.977859778597786,5,fourier_descriptor,0
17211,17211,11,12,test_set_1,16,16,gcn,16,0,240,0,1.0,1.0,5,fourier_descriptor,0
17212,17212,14,15,test_set_1,16,16,gcn,16,0,240,0,1.0,1.0,5,fourier_descriptor,0
17213,17213,44,45,colony007,280,285,gcn,276,4,79516,4,0.9998997493734336,0.9857142857142858,5,fourier_descriptor,0
17214,17214,12,13,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,fourier_descriptor,0
17215,17215,0,1,test_set_7,126,128,gcn,126,0,16002,0,1.0,1.0,5,fourier_descriptor,0
17216,17216,4,5,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,fourier_descriptor,0
17217,17217,13,14,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,fourier_descriptor,0
17218,17218,16,17,test_set_2,4,4,gcn,4,0,12,0,1.0,1.0,5,fourier_descriptor,0
17219,17219,10,11,test_set_4,194,198,gcn,194,0,38218,0,1.0,1.0,5,fourier_descriptor,0
17220,17220,58,59,colony007,292,297,gcn,279,13,86419,13,0.9997001983303352,0.9554794520547946,5,fourier_descriptor,0
17221,17221,8,9,test_set_4,196,195,gcn,183,12,38016,9,0.9994505494505496,0.9457364341085271,5,fourier_descriptor,0
17222,17222,45,46,colony007,285,291,gcn,277,8,82642,8,0.9998070778320371,0.9719298245614036,5,fourier_descriptor,0
17223,17223,0,1,test_set_6,34,36,gcn,34,0,1190,0,1.0,1.0,5,fourier_descriptor,0
17224,17224,45,46,test_set_1,22,22,gcn,22,0,462,0,1.0,1.0,5,fourier_descriptor,0
17225,17225,57,58,test_set_1,25,26,gcn,25,0,625,0,1.0,1.0,5,fourier_descriptor,0
17226,17226,12,13,test_set_4,201,206,gcn,200,1,41204,1,0.9999516978215718,0.9950248756218906,5,fourier_descriptor,0
17227,17227,8,9,test_set_3,108,114,gcn,106,2,12202,2,0.9996751137102016,0.9814814814814816,5,fourier_descriptor,0
